id,math,english,ukrainian,privileged,rating,admitted
83,184,134,115,0,148.3,0
84,144,156,132,0,144.0,0
85,138,163,151,0,149.39999999999998,0
86,144,168,161,0,156.3,0
87,173,158,153,0,162.5,1
88,161,147,179,0,162.2,0
89,144,138,115,0,133.5,0
90,165,156,157,0,159.9,0
91,156,133,118,0,137.70000000000002,0
92,174,100,170,0,150.60000000000002,0
93,140,163,153,0,150.8,0
94,148,173,163,0,160.0,0
95,147,107,137,0,132.0,0
96,125,134,180,0,144.2,0
97,160,167,175,1,166.6,0
98,160,196,166,1,172.6,1
99,155,155,152,0,154.1,0
100,150,140,166,0,151.8,0
101,126,151,140,0,137.7,0
102,146,182,172,0,164.6,1
103,148,142,187,0,157.9,0
104,138,139,176,0,149.7,0
105,151,145,140,0,145.9,0
106,163,135,162,0,154.3,0
107,192,157,129,1,162.6,0
108,158,187,166,0,169.10000000000002,1
109,160,161,164,0,161.5,0
110,153,149,117,1,141.0,0
111,116,149,131,1,130.39999999999998,0
112,154,123,149,0,143.2,0
113,156,172,148,0,158.4,0
114,200,153,130,0,164.9,1
115,151,151,162,0,154.3,0
116,161,200,160,0,172.4,1
117,154,160,151,0,154.89999999999998,0
118,131,139,139,0,135.79999999999998,0
119,177,146,175,0,167.1,1
120,170,177,188,0,177.5,1
121,170,157,145,0,158.6,0
122,136,126,142,1,134.8,0
123,183,173,164,0,174.29999999999998,1
124,126,141,147,0,136.8,0
125,166,192,152,0,169.6,1
126,198,176,169,0,182.7,1
127,135,146,116,0,132.6,0
128,143,180,181,0,165.5,1
129,156,156,156,0,156.0,0
130,144,172,146,0,153.0,0
131,123,164,153,0,144.3,0
132,156,138,154,1,150.0,0
133,133,142,120,0,131.8,0
134,164,175,184,0,173.3,1
135,136,148,155,0,145.3,0
136,185,146,163,0,166.7,1
137,139,135,174,0,148.29999999999998,0
138,148,163,134,0,148.29999999999998,0
139,171,196,164,0,176.4,1
140,200,200,200,0,200.0,1
141,159,155,171,0,161.39999999999998,0
142,181,183,112,1,160.9,0
143,122,153,153,0,140.6,0
144,158,164,142,0,155.0,0
145,160,133,163,0,152.8,0
146,170,163,164,0,166.1,1
147,130,151,140,0,139.3,0
148,128,174,140,1,145.4,0
149,165,178,152,0,165.0,1
150,160,200,137,0,165.1,1
151,160,166,171,0,165.1,1
152,161,161,147,0,156.8,0
153,141,158,100,0,133.8,0
154,159,147,147,0,151.8,0
155,160,161,134,0,152.5,0
156,140,149,122,0,137.29999999999998,0
157,192,158,130,0,163.20000000000002,1
158,164,181,157,0,167.0,1
159,131,134,181,0,146.89999999999998,0
160,168,177,161,0,168.60000000000002,1
161,135,181,142,0,150.9,0
162,100,102,102,0,101.19999999999999,0
163,178,112,145,0,148.3,0
164,138,142,141,0,140.10000000000002,0
165,174,180,131,0,162.9,1
166,163,154,119,0,147.1,0
167,171,135,147,0,153.0,0
168,192,144,158,1,167.4,1
169,150,171,153,0,157.2,0
170,139,165,146,0,148.89999999999998,0
171,137,150,136,0,140.60000000000002,0
172,110,109,113,0,110.6,0
173,153,147,128,0,143.70000000000002,0
174,161,136,170,1,156.2,0
175,160,187,134,0,160.29999999999998,0
176,171,148,139,0,154.5,0
177,155,179,125,0,153.2,0
178,184,185,144,0,172.3,1
179,149,174,174,1,164.0,0
180,200,146,165,0,173.3,1
181,167,163,174,0,167.89999999999998,1
182,137,154,165,0,150.5,0
183,133,136,132,0,133.6,0
184,164,161,148,0,158.3,0
185,150,131,139,0,141.0,0
186,169,178,181,0,175.3,1
187,164,145,131,0,148.4,0
188,153,159,172,0,160.5,0
189,138,160,172,0,154.8,0
190,124,149,191,0,151.6,0
191,146,166,146,0,152.0,0
192,172,145,169,0,163.0,1
193,159,172,200,0,175.2,1
194,130,128,142,0,133.0,0
195,158,157,124,0,147.5,0
196,162,193,117,0,157.79999999999998,0
197,137,134,169,0,145.7,0
198,158,141,117,0,140.6,0
199,156,165,147,0,156.0,0
200,132,158,163,0,149.1,0
201,162,162,158,0,160.8,0
202,166,164,163,0,164.5,1
203,176,167,159,0,168.2,1
204,176,177,180,0,177.5,1
205,127,163,135,0,140.2,0
206,136,150,141,0,141.7,0
207,165,168,139,1,158.1,0
208,165,192,171,0,174.89999999999998,1
209,165,152,173,0,163.5,1
210,200,135,164,0,169.7,1
211,166,177,178,0,172.9,1
212,177,152,131,0,155.7,0
213,174,111,188,0,159.3,0
214,168,171,185,0,174.0,1
215,148,144,169,0,153.1,0
216,170,153,190,0,170.9,1
217,139,161,121,0,140.2,0
218,150,158,144,0,150.6,0
219,145,169,140,0,150.7,0
220,156,146,169,0,156.9,0
221,200,165,133,0,169.4,1
222,117,149,170,0,142.5,0
223,168,169,182,0,172.5,1
224,122,167,168,0,149.3,0
225,145,136,160,0,146.8,0
226,176,176,135,0,163.7,1
227,156,144,138,0,147.0,0
228,133,171,179,0,158.2,0
229,140,162,170,0,155.6,0
230,168,191,154,0,170.7,1
231,140,150,146,0,144.8,0
232,159,148,114,0,142.2,0
233,155,154,133,0,148.1,0
234,141,148,193,0,158.70000000000002,0
235,197,170,129,0,168.5,1
236,167,122,158,0,150.8,0
237,114,133,175,0,138.0,0
238,158,133,129,0,141.79999999999998,0
239,141,174,158,0,156.0,0
240,172,189,173,0,177.4,1
241,139,152,155,1,147.7,0
242,152,151,200,0,166.1,1
243,165,156,121,0,149.1,0
244,172,178,176,0,175.0,1
245,130,136,151,1,138.1,0
246,148,159,170,0,157.9,0
247,145,174,163,1,159.1,0
248,141,165,140,1,147.9,0
249,190,158,159,0,171.1,1
250,191,100,198,0,165.8,0
251,129,100,167,0,131.7,0
252,173,168,160,0,167.6,1
253,197,141,167,0,171.20000000000002,1
254,175,118,176,0,158.2,0
255,124,165,162,0,147.7,0
256,145,182,157,0,159.7,0
257,180,152,137,0,158.7,0
258,140,174,140,0,150.2,0
259,163,187,178,0,174.70000000000002,1
260,170,181,183,0,177.2,1
261,136,187,150,0,155.5,0
262,153,169,155,0,158.4,0
263,100,193,183,1,152.8,0
264,134,122,178,1,143.6,0
265,149,150,168,1,155.0,0
266,130,138,193,0,151.3,0
267,187,198,137,0,175.29999999999998,1
268,126,151,147,1,139.8,0
269,146,157,159,0,153.2,0
270,157,166,167,0,162.7,1
271,183,155,150,0,164.7,1
272,126,188,137,0,147.9,0
273,178,142,172,0,165.4,1
274,155,158,169,0,160.1,0
275,135,140,136,0,136.8,0
276,164,128,182,0,158.6,0
277,158,142,178,0,159.20000000000002,0
278,142,154,157,0,150.1,0
279,156,146,156,1,153.0,0
280,147,141,166,0,150.89999999999998,0
281,157,126,137,0,141.7,0
282,168,153,155,0,159.6,0
283,186,124,111,0,144.89999999999998,0
284,122,196,182,0,162.2,0
285,197,156,123,0,162.5,1
286,115,125,185,0,139.0,0
287,151,148,148,0,149.20000000000002,0
288,166,139,150,0,153.1,0
289,160,161,142,0,154.9,0
290,142,181,149,0,155.79999999999998,0
291,150,117,183,0,150.0,0
292,145,157,105,0,136.6,0
293,143,151,180,0,156.5,0
294,171,168,161,1,167.10000000000002,0
295,162,159,130,0,151.5,0
296,141,139,133,1,138.0,0
297,172,148,188,0,169.6,1
298,161,139,136,0,146.89999999999998,0
299,171,176,131,0,160.5,0
300,167,155,177,0,166.4,1
301,138,193,161,1,161.39999999999998,0
302,143,153,136,0,143.89999999999998,0
303,169,140,159,0,157.3,0
304,195,107,195,0,168.6,0
305,154,118,177,0,150.1,0
306,157,123,176,1,152.5,0
307,180,160,165,0,169.5,1
308,143,165,162,0,155.3,0
309,165,123,190,0,159.9,0
310,150,172,154,0,157.79999999999998,0
311,150,145,131,0,142.8,0
312,176,157,163,0,166.4,1
313,171,187,196,0,183.3,1
314,171,172,134,0,160.2,0
315,181,149,147,0,161.2,0
316,155,137,163,0,152.0,0
317,168,111,153,1,146.4,0
318,148,140,135,0,141.7,0
319,161,150,177,1,162.5,0
320,152,135,200,0,161.3,0
321,156,152,158,0,155.4,0
322,166,156,136,1,154.0,0
323,138,150,124,0,137.4,0
324,196,141,160,0,168.7,1
325,134,158,177,1,154.1,0
326,130,163,164,0,150.1,0
327,178,133,154,0,157.29999999999998,0
328,170,183,143,0,165.8,1
329,167,153,133,0,152.6,0
330,167,155,171,1,164.6,0
331,154,169,173,0,164.2,1
332,137,159,124,0,139.7,0
333,156,174,186,0,170.39999999999998,1
334,141,160,166,0,154.2,0
335,174,142,182,0,166.8,1
336,152,162,128,0,147.8,0
337,138,132,127,0,132.9,0
338,148,157,152,0,151.9,0
339,163,154,165,0,160.9,0
340,143,150,190,0,159.2,0
341,138,152,169,0,151.5,0
342,159,117,150,1,143.7,0
343,183,104,192,0,162.0,0
344,144,156,179,0,158.1,0
345,145,158,135,0,145.9,0
346,159,134,187,1,159.9,0
347,126,180,149,0,149.1,0
348,126,137,186,0,147.3,0
349,140,174,168,0,158.6,0
350,150,163,152,1,154.5,0
351,161,142,144,0,150.2,0
352,184,190,148,0,175.00000000000003,1
353,172,131,163,0,157.0,0
354,151,173,156,0,159.10000000000002,0
355,154,175,143,0,157.0,0
356,134,141,151,0,141.2,0
357,154,182,156,0,163.0,1
358,149,149,112,0,137.9,0
359,161,160,164,0,161.6,0
360,138,160,135,0,143.7,0
361,165,152,131,1,150.89999999999998,0
362,185,171,121,0,161.6,0
363,152,170,119,0,147.5,0
364,163,120,127,0,139.3,0
365,168,181,140,0,163.5,1
366,146,121,194,0,152.9,0
367,159,175,144,0,159.29999999999998,0
368,155,177,158,0,162.5,1
369,156,133,163,0,151.20000000000002,0
370,139,146,157,1,146.5,0
371,155,132,153,0,147.5,0
372,164,150,131,0,149.9,0
373,184,148,184,1,173.2,1
374,174,170,191,0,177.9,1
375,198,181,121,0,169.8,1
376,139,182,134,0,150.4,0
377,172,143,149,1,156.39999999999998,0
378,158,150,135,0,148.7,0
379,198,121,165,0,165.0,1
380,138,138,140,0,138.6,0
381,138,174,198,0,166.8,0
382,143,187,178,0,166.70000000000002,1
383,112,130,159,0,131.5,0
384,144,143,175,0,153.0,0
385,139,154,177,0,154.9,0
386,125,196,182,0,163.4,0
387,161,138,138,0,147.20000000000002,0
388,192,163,156,0,172.5,1
389,174,145,172,0,164.70000000000002,1
390,143,154,157,0,150.5,0
391,137,165,123,0,141.20000000000002,0
392,164,155,138,0,153.5,0
393,128,146,153,0,140.9,0
394,191,152,153,0,167.9,1
395,178,153,194,0,175.29999999999998,1
396,145,147,127,0,140.2,0
397,120,149,165,0,142.2,0
398,182,186,184,0,183.79999999999998,1
399,100,108,112,0,106.0,0
400,179,149,146,0,160.10000000000002,0
401,123,168,164,0,148.79999999999998,0
402,143,148,166,0,151.39999999999998,0
403,155,178,158,0,162.8,1
404,155,162,153,0,156.5,0
405,145,152,163,0,152.5,0
406,167,163,104,1,146.89999999999998,0
407,133,123,168,0,140.5,0
408,152,132,157,0,147.5,0
409,157,131,150,0,147.1,0
410,165,157,195,0,171.6,1
411,169,189,141,1,166.60000000000002,0
412,132,199,146,0,156.3,0
413,124,167,194,0,157.9,0
414,180,165,138,0,162.9,1
415,161,118,143,0,142.70000000000002,0
416,140,144,152,0,144.79999999999998,0
417,186,139,171,1,167.39999999999998,0
418,157,142,159,0,153.1,0
419,178,151,129,0,155.2,0
420,156,145,144,0,149.1,0
421,196,115,142,0,155.5,0
422,200,200,200,0,200.0,1
423,150,133,163,0,148.8,0
424,174,159,163,0,166.20000000000002,1
425,167,196,119,1,161.29999999999998,0
426,109,114,114,0,112.0,0
427,135,104,160,0,133.2,0
428,168,149,182,0,166.5,1
429,176,177,163,1,172.4,1
430,119,194,177,0,158.9,0
431,131,130,164,0,140.6,0
432,114,164,181,0,149.1,0
433,149,145,165,0,152.6,0
434,169,152,153,0,159.10000000000002,0
435,185,200,200,1,194.0,1
436,156,124,172,0,151.2,0
437,187,160,166,0,172.6,1
438,127,164,129,0,138.7,0
439,120,176,129,0,139.5,0
440,153,156,160,0,156.0,0
441,162,161,157,0,160.2,0
442,154,147,142,0,148.3,0
443,113,160,157,0,140.3,0
444,153,148,186,0,161.39999999999998,0
445,128,167,168,0,151.70000000000002,0
446,168,147,132,0,150.9,0
447,162,162,152,0,159.0,0
448,136,154,138,1,142.0,0
449,144,177,147,0,154.8,0
450,133,153,146,0,142.89999999999998,0
451,153,119,145,1,140.4,0
452,174,180,129,0,162.3,0
453,105,102,111,0,105.89999999999999,0
454,165,141,143,0,151.2,0
455,144,143,100,0,130.5,0
456,139,182,196,0,169.0,0
457,152,112,176,0,147.2,0
458,134,200,147,0,157.7,0
459,143,176,155,0,156.5,0
460,131,159,131,0,139.39999999999998,0
461,194,153,188,0,179.9,1
462,155,160,192,0,167.6,1
463,141,165,158,0,153.3,0
464,159,167,175,1,166.2,0
465,152,166,158,0,158.0,0
466,150,156,128,0,145.2,0
467,167,151,146,0,155.89999999999998,0
468,170,151,157,0,160.4,0
469,144,151,145,1,146.4,0
470,143,177,150,0,155.3,0
471,149,166,153,0,155.3,0
472,108,100,153,1,119.1,0
473,124,168,156,0,146.8,0
474,182,158,133,0,160.1,0
475,187,154,140,0,163.0,1
476,150,147,129,0,142.79999999999998,0
477,166,177,174,0,171.7,1
478,161,173,112,0,149.9,0
479,200,139,178,0,175.1,1
480,177,163,182,0,174.29999999999998,1
481,152,135,148,0,145.70000000000002,0
482,135,127,102,0,122.69999999999999,0
483,122,142,147,0,135.5,0
484,159,172,153,0,161.1,0
485,139,174,134,0,148.0,0
486,126,165,144,0,143.1,0
487,142,169,185,1,163.0,0
488,133,165,168,1,153.1,0
489,188,142,136,1,158.60000000000002,0
490,172,163,123,0,154.6,0
491,154,171,148,0,157.3,0
492,184,170,150,1,169.60000000000002,1
493,156,178,164,0,165.0,1
494,137,169,144,0,148.7,0
495,185,162,165,0,172.1,1
496,165,176,193,0,176.7,1
497,134,154,171,0,151.1,0
498,151,137,154,0,147.7,0
499,137,151,151,0,145.39999999999998,0
500,127,140,147,0,136.9,0
501,173,141,178,0,164.9,1
502,193,152,142,0,165.4,1
503,127,139,155,0,139.0,0
504,166,148,156,0,157.60000000000002,0
505,141,117,144,0,134.7,0
506,145,159,127,0,143.79999999999998,0
507,143,155,161,0,152.0,0
508,137,138,153,0,142.1,0
509,155,168,165,0,161.9,0
510,138,173,144,0,150.29999999999998,0
511,160,122,179,0,154.29999999999998,0
512,153,139,137,0,144.0,0
513,150,139,189,0,158.39999999999998,0
514,136,136,120,0,131.2,0
515,143,171,163,0,157.4,0
516,170,151,164,0,162.5,1
517,165,149,139,0,152.39999999999998,0
518,135,114,163,0,137.1,0
519,156,167,180,1,166.5,0
520,170,130,110,0,140.0,0
521,121,156,165,0,144.7,0
522,165,160,105,0,145.5,0
523,141,182,135,0,151.5,0
524,166,128,187,0,160.9,0
525,139,100,143,0,128.5,0
526,200,200,200,1,200.0,1
527,122,191,151,0,151.39999999999998,0
528,155,179,196,0,174.5,1
529,160,159,118,0,147.1,0
530,136,145,133,0,137.8,0
531,167,171,184,0,173.29999999999998,1
532,121,135,192,1,146.5,0
533,153,164,152,0,156.0,0
534,130,165,130,0,140.5,0
535,141,176,196,0,168.0,1
536,155,200,186,0,177.8,1
537,137,162,168,0,153.8,0
538,147,144,138,0,143.4,0
539,175,154,154,0,162.39999999999998,0
540,143,119,151,0,138.2,0
541,171,141,161,0,159.0,0
542,132,146,184,0,151.79999999999998,0
543,165,144,172,0,160.79999999999998,0
544,183,158,133,1,160.5,0
545,105,138,182,0,138.0,0
546,139,177,161,0,157.0,0
547,166,155,168,0,163.3,1
548,150,154,184,0,161.39999999999998,0
549,162,148,132,0,148.79999999999998,0
550,142,158,154,0,150.4,0
551,156,171,144,0,156.9,0
552,151,137,123,0,138.4,0
553,178,141,161,0,161.8,0
554,160,148,200,0,168.4,1
555,161,128,118,0,138.20000000000002,0
556,146,138,154,0,146.0,0
557,145,145,167,0,151.6,0
558,146,172,157,0,157.1,0
559,162,160,152,1,158.4,0
560,146,158,129,0,144.5,0
561,160,172,159,0,163.29999999999998,1
562,196,152,139,0,165.7,1
563,172,162,111,1,150.7,0
564,148,152,178,1,158.20000000000002,0
565,179,160,174,0,171.8,1
566,146,143,156,0,148.10000000000002,0
567,114,106,159,0,125.1,0
568,134,152,176,0,152.0,0
569,117,183,159,0,149.4,0
570,147,173,173,0,162.6,1
571,155,174,149,0,158.89999999999998,0
572,188,179,181,1,183.2,1
573,161,156,161,1,159.5,0
574,150,158,158,0,154.8,0
575,171,142,129,1,149.7,0
576,110,148,160,0,136.4,0
577,159,167,138,0,155.1,0
578,170,179,142,0,164.29999999999998,1
579,125,152,138,0,137.0,0
580,177,145,133,0,154.2,0
581,161,155,197,1,170.0,1
582,146,167,181,0,162.8,1
583,167,126,193,1,162.5,0
584,200,109,130,0,151.7,0
585,158,143,156,0,152.89999999999998,0
586,159,130,129,1,141.29999999999998,0
587,145,144,141,0,143.5,0
588,138,152,136,0,141.60000000000002,0
589,171,145,179,0,165.6,1
590,137,184,147,0,154.1,0
591,156,161,176,1,163.5,0
592,145,161,167,0,156.4,0
593,164,167,200,1,175.70000000000002,1
594,161,132,125,0,141.5,0
595,175,175,180,0,176.5,1
596,144,153,177,0,156.6,0
597,149,168,135,0,150.5,0
598,135,133,175,0,146.4,0
599,146,123,161,0,143.60000000000002,0
600,162,171,150,0,161.1,0
601,170,162,138,0,158.0,0
602,136,136,140,0,137.2,0
603,172,137,195,1,168.4,1
604,182,177,155,0,172.4,1
605,163,131,170,0,155.5,0
606,192,187,139,0,174.6,1
607,139,136,139,1,138.1,0
608,200,200,200,1,200.0,1
609,119,148,128,1,130.4,0
610,184,167,146,0,167.5,1
611,168,144,155,0,156.9,0
612,153,151,157,0,153.6,0
613,160,155,151,0,155.8,0
614,132,134,162,1,141.6,0
615,200,169,168,0,181.1,1
616,157,144,169,0,156.7,0
617,157,150,135,0,148.3,0
618,169,135,149,0,152.8,0
619,164,103,178,0,149.9,0
620,159,151,172,0,160.5,0
621,139,200,127,0,153.7,0
622,164,170,162,0,165.20000000000002,1
623,192,154,115,0,157.5,0
624,181,149,155,0,163.6,1
625,186,155,192,0,178.5,1
626,144,165,136,0,147.89999999999998,0
627,200,200,200,0,200.0,1
628,152,177,170,0,164.9,1
629,156,169,124,0,150.29999999999998,0
630,176,169,142,0,163.7,1
631,121,163,166,0,147.10000000000002,0
632,185,155,142,0,163.1,1
633,151,168,150,0,155.8,0
634,146,166,169,0,158.9,0
635,134,147,163,0,146.6,0
636,121,143,160,1,139.3,0
637,171,157,148,0,159.9,0
638,156,185,162,0,166.5,1
639,129,130,152,0,136.2,0
640,129,125,164,0,138.29999999999998,0
641,148,158,145,1,150.1,0
642,188,156,151,0,167.3,1
643,149,158,135,0,147.5,0
644,124,159,154,0,143.5,0
645,150,150,138,0,146.4,0
646,149,184,132,0,154.4,0
647,101,122,160,0,125.0,0
648,153,138,159,0,150.29999999999998,0
649,150,152,170,0,156.6,0
650,168,122,146,0,147.60000000000002,0
651,191,151,163,0,170.6,1
652,177,188,166,1,177.0,1
653,149,155,163,0,155.0,0
654,132,159,138,0,141.9,0
655,200,129,157,0,165.79999999999998,1
656,156,142,162,1,153.6,0
657,155,147,155,0,152.6,0
658,154,148,113,0,139.9,0
659,158,180,158,0,164.6,1
660,152,166,199,0,170.29999999999998,1
661,143,132,147,0,140.9,0
662,144,159,140,0,147.3,0
663,154,164,162,1,159.4,0
664,144,177,161,0,159.0,0
665,140,186,178,0,165.2,1
666,157,134,129,0,141.7,0
667,149,138,169,1,151.7,0
668,185,129,166,0,162.5,1
669,101,150,152,0,131.0,0
670,176,164,161,0,167.89999999999998,1
671,179,174,175,0,176.3,1
672,113,153,172,1,142.7,0
673,148,148,132,0,143.2,0
674,106,195,178,0,154.3,0
675,126,138,153,0,137.70000000000002,0
676,139,196,156,0,161.2,0
677,132,122,156,0,136.2,0
678,190,158,151,0,168.7,1
679,173,195,178,1,181.1,1
680,180,155,153,0,164.4,1
681,169,151,132,0,152.5,0
682,132,147,147,0,141.0,0
683,144,151,158,0,150.3,0
684,164,182,179,1,173.9,1
685,130,110,167,1,135.1,0
686,169,185,137,1,164.20000000000002,0
687,150,126,200,0,157.8,0
688,147,149,160,0,151.5,0
689,169,146,180,0,165.4,1
690,163,166,151,0,160.3,0
691,147,123,165,0,145.2,0
692,178,164,171,0,171.7,1
693,133,195,179,0,165.4,0
694,167,127,176,0,157.7,0
695,166,158,172,0,165.4,1
696,148,141,148,1,145.9,0
697,161,163,143,0,156.20000000000002,0
698,129,155,161,0,146.39999999999998,0
699,173,142,173,0,163.70000000000002,1
700,151,164,150,0,154.6,0
701,144,191,176,0,167.7,1
702,175,151,184,0,170.5,1
703,192,199,112,0,170.1,0
704,126,129,138,0,130.5,0
705,123,135,152,0,135.3,0
706,167,164,161,0,164.3,1
707,129,184,144,0,150.0,0
708,190,162,182,0,179.2,1
709,113,148,163,0,138.5,0
710,188,154,155,1,167.9,1
711,159,129,126,0,140.1,0
712,153,167,128,0,149.70000000000002,0
713,144,172,160,0,157.2,0
714,162,145,112,0,141.9,0
715,154,145,175,0,157.6,0
716,177,160,151,0,164.1,1
717,157,146,200,0,166.6,1
718,158,153,200,0,169.1,1
719,147,196,151,0,162.89999999999998,1
720,153,150,152,0,151.8,0
721,161,147,174,1,160.7,0
722,120,142,189,0,147.29999999999998,0
723,128,169,122,1,138.5,0
724,169,151,119,0,148.6,0
725,158,142,142,0,148.4,0
726,151,181,166,0,164.5,1
727,190,186,100,0,161.8,0
728,161,142,176,0,159.8,0
729,144,117,131,0,132.0,0
730,139,175,108,1,140.5,0
731,158,141,172,0,157.1,0
732,135,170,138,0,146.4,0
733,163,115,114,1,133.9,0
734,120,172,157,0,146.7,0
735,175,130,170,0,160.0,0
736,164,169,152,0,161.9,0
737,160,155,145,0,154.0,0
738,174,135,151,0,155.4,0
739,188,146,147,0,163.1,1
740,175,168,128,1,158.8,0
741,118,157,140,0,136.3,0
742,129,166,165,0,150.9,0
743,142,194,161,0,163.3,1
744,155,123,158,0,146.3,0
745,106,193,198,0,159.70000000000002,0
746,140,157,151,0,148.39999999999998,0
747,158,137,111,1,137.60000000000002,0
748,139,128,158,1,141.4,0
749,142,151,183,0,157.0,0
750,126,173,125,0,139.8,0
751,136,152,143,1,142.9,0
752,127,185,161,1,154.60000000000002,0
753,135,125,180,0,145.5,0
754,176,154,146,0,160.39999999999998,0
755,136,129,141,0,135.39999999999998,0
756,200,162,115,0,163.1,0
757,164,172,157,0,164.3,1
758,158,146,195,0,165.5,1
759,137,102,160,0,133.4,0
760,169,158,154,1,161.2,0
761,143,163,161,0,154.39999999999998,0
762,157,163,154,1,157.9,0
763,200,179,138,1,175.1,1
764,153,133,171,0,152.39999999999998,0
765,177,168,159,0,168.89999999999998,1
766,140,178,155,0,155.9,0
767,154,119,135,0,137.8,0
768,190,161,181,0,178.6,1
769,142,144,168,0,150.4,0
770,191,153,143,0,165.20000000000002,1
771,190,197,110,1,168.1,0
772,143,145,145,0,144.2,0
773,167,141,139,0,150.79999999999998,0
774,174,155,139,0,157.8,0
775,167,133,119,1,142.39999999999998,0
776,123,133,164,0,138.29999999999998,0
777,140,168,118,0,141.8,0
778,150,132,130,1,138.6,0
779,153,168,113,0,145.5,0
780,167,164,153,0,161.9,0
781,158,120,151,0,144.5,0
782,128,141,148,0,137.9,0
783,162,178,134,0,158.39999999999998,0
784,167,135,131,0,146.6,0
785,166,145,164,0,159.1,0
786,198,112,181,0,167.10000000000002,0
787,171,170,161,0,167.7,1
788,164,149,137,0,151.4,0
789,153,143,158,0,151.5,0
790,121,183,181,0,157.60000000000002,0
791,163,189,166,0,171.7,1
792,159,174,146,0,159.6,0
793,160,156,160,0,158.8,0
794,129,138,150,0,138.0,0
795,133,138,155,0,141.1,0
796,200,200,200,0,200.0,1
797,154,163,151,0,155.8,0
798,168,183,159,0,169.79999999999998,1
799,155,168,135,0,152.9,0
800,155,124,134,0,139.39999999999998,0
801,173,176,127,0,160.1,0
802,144,135,122,0,134.7,0
803,156,147,130,0,145.5,0
804,145,160,158,0,153.4,0
805,146,194,137,0,157.7,0
806,148,200,165,0,168.7,1
807,159,167,155,0,160.2,0
808,145,151,115,0,137.8,0
809,180,165,168,0,171.9,1
810,137,172,171,0,157.7,0
811,151,148,135,0,145.3,0
812,146,190,163,0,164.3,1
813,183,159,137,0,162.0,0
814,158,164,156,0,159.2,0
815,175,168,129,0,159.1,0
816,125,163,119,0,134.6,0
817,160,171,147,1,159.4,0
818,172,142,152,0,157.0,0
819,156,143,147,0,149.4,0
820,176,132,131,0,149.3,0
821,144,163,147,0,150.6,0
822,183,170,160,0,172.2,1
823,200,164,154,0,175.39999999999998,1
824,147,188,158,1,162.6,0
825,146,154,141,0,146.89999999999998,0
826,184,168,178,1,177.4,1
827,186,133,131,0,153.60000000000002,0
828,144,147,164,0,150.9,0
829,146,168,178,0,162.20000000000002,0
830,149,171,164,0,160.1,0
831,128,149,150,0,140.9,0
832,136,153,144,0,143.5,0
833,134,124,175,0,143.3,0
