id,math,english,ukrainian,privileged,rating,admitted
509,120,150,172,0,144.6,0
510,150,177,186,0,168.89999999999998,1
511,163,159,151,0,158.2,0
512,152,156,109,0,140.29999999999998,0
513,112,110,100,0,107.80000000000001,0
514,146,149,155,0,149.6,0
515,133,183,164,0,157.29999999999998,0
516,166,141,139,1,150.4,0
517,157,165,145,0,155.8,0
518,165,148,156,0,157.2,0
519,161,153,151,0,155.60000000000002,0
520,159,142,153,0,152.1,0
521,112,149,145,0,133.0,0
522,140,140,152,0,143.6,0
523,143,163,168,0,156.5,0
524,148,138,165,0,150.1,0
525,146,165,129,0,146.6,0
526,163,200,159,0,172.9,1
527,167,123,140,0,145.7,0
528,132,107,162,0,133.5,0
529,168,135,178,0,161.1,0
530,166,169,171,0,168.39999999999998,1
531,164,140,141,1,149.9,0
532,126,166,156,0,147.0,0
533,163,173,162,0,165.7,1
534,156,149,164,0,156.29999999999998,0
535,174,172,137,0,162.3,0
536,190,109,165,0,158.2,0
537,186,171,161,0,174.0,1
538,157,170,135,0,154.3,0
539,154,153,162,0,156.1,0
540,167,175,146,0,163.1,0
541,132,183,137,0,148.8,0
542,125,193,146,0,151.7,0
543,145,193,135,0,156.4,0
544,179,156,140,0,160.4,0
545,148,152,184,1,160.0,0
546,185,153,129,0,158.6,0
547,100,101,170,0,121.3,0
548,123,168,164,0,148.79999999999998,0
549,152,200,185,0,176.3,1
550,172,166,195,0,177.1,1
551,153,126,152,0,144.6,0
552,153,135,161,1,150.0,0
553,152,136,156,0,148.39999999999998,0
554,119,188,132,0,143.6,0
555,178,165,146,0,164.5,0
556,200,200,200,0,200.0,1
557,176,162,163,0,167.9,1
558,153,132,123,0,137.70000000000002,0
559,176,136,167,0,161.3,0
560,161,168,176,0,167.60000000000002,1
561,198,106,192,0,168.6,0
562,159,117,125,0,136.2,0
563,125,170,160,0,149.0,0
564,155,183,122,0,153.5,0
565,189,155,150,0,167.10000000000002,1
566,181,148,100,1,146.8,0
567,135,182,118,0,144.0,0
568,165,151,161,0,159.6,0
569,159,142,177,0,159.3,0
570,171,124,152,1,151.2,0
571,156,145,168,0,156.3,0
572,150,192,192,0,175.2,1
573,181,178,134,0,166.0,1
574,159,157,167,1,160.8,0
575,180,154,180,0,172.2,1
576,174,174,158,0,169.20000000000002,1
577,148,157,163,0,155.20000000000002,0
578,151,129,164,0,148.29999999999998,0
579,193,157,146,0,168.10000000000002,1
580,158,158,180,0,164.6,0
581,139,155,129,0,140.79999999999998,0
582,130,160,146,0,143.8,0
583,174,141,157,0,159.0,0
584,158,158,173,0,162.5,0
585,139,122,132,0,131.8,0
586,168,136,173,0,159.9,0
587,158,150,152,0,153.8,0
588,121,167,175,0,151.0,0
589,166,149,198,0,170.5,1
590,181,163,173,0,173.20000000000002,1
591,200,175,161,0,180.8,1
592,155,200,162,0,170.6,1
593,159,149,167,0,158.4,0
594,187,142,167,0,167.5,1
595,158,155,138,0,151.1,0
596,160,158,159,0,159.1,0
597,142,165,166,0,156.10000000000002,0
598,127,171,136,0,142.89999999999998,0
599,173,149,152,0,159.5,0
600,129,169,127,0,140.4,0
601,177,156,102,0,148.2,0
602,139,179,151,0,154.6,0
603,160,149,148,1,153.1,0
604,147,157,185,0,161.4,0
605,178,160,126,0,157.0,0
606,161,177,166,0,167.3,1
607,194,154,158,0,171.20000000000002,1
608,133,134,176,0,146.2,0
609,163,121,146,0,145.3,0
610,155,175,167,1,164.6,0
611,160,167,135,0,154.6,0
612,186,188,163,0,179.70000000000002,1
613,166,156,157,0,160.3,0
614,132,156,145,0,143.1,0
615,165,158,177,0,166.5,1
616,146,144,157,1,148.7,0
617,145,140,169,0,150.7,0
618,175,163,186,0,174.7,1
619,142,178,181,0,164.5,0
620,147,167,176,1,161.7,0
621,155,145,150,0,150.5,0
622,173,163,161,0,166.39999999999998,1
623,166,158,166,0,163.60000000000002,0
624,150,143,172,0,154.5,0
625,149,130,166,0,148.39999999999998,0
626,131,138,143,0,136.70000000000002,0
627,139,178,150,0,154.0,0
628,141,160,151,0,149.7,0
629,152,142,147,0,147.5,0
630,194,156,170,0,175.4,1
631,141,167,119,0,142.2,0
632,149,144,142,0,145.4,0
633,113,139,148,0,131.3,0
634,167,119,180,0,156.5,0
635,123,176,135,0,142.5,0
636,136,166,165,0,153.7,0
637,175,168,157,1,167.5,1
638,112,166,141,1,136.89999999999998,0
639,156,114,196,0,155.39999999999998,0
640,171,157,169,0,166.2,1
641,185,163,145,0,166.4,1
642,136,156,178,0,154.6,0
643,142,107,155,0,135.4,0
644,191,152,131,0,161.3,0
645,154,149,100,0,136.3,0
646,140,175,168,0,158.9,0
647,140,152,163,0,150.5,0
648,200,200,200,0,200.0,1
649,146,144,125,0,139.1,0
650,176,169,140,1,163.1,0
651,172,168,144,0,162.39999999999998,0
652,131,150,164,0,146.6,0
653,200,200,100,0,170.0,0
654,146,108,146,0,134.60000000000002,0
655,170,114,120,0,138.2,0
656,151,138,130,0,140.8,0
657,162,152,186,0,166.2,1
658,151,139,146,0,145.89999999999998,0
659,111,124,179,0,135.29999999999998,0
660,155,154,173,0,160.1,0
661,129,154,121,0,134.1,0
662,169,181,170,0,172.9,1
663,141,147,134,0,140.7,0
664,142,150,136,0,142.60000000000002,0
665,154,140,170,1,154.6,0
666,166,200,144,0,169.6,1
667,151,167,124,0,147.7,0
668,187,138,131,1,155.5,0
669,187,115,146,0,153.1,0
670,189,129,168,0,164.70000000000002,0
671,150,136,125,0,138.3,0
672,125,127,155,0,134.6,0
673,179,152,187,0,173.3,1
674,146,134,128,0,137.0,0
675,155,122,144,0,141.79999999999998,0
676,167,167,145,0,160.4,0
677,122,124,135,0,126.5,0
678,104,198,173,0,152.9,0
679,172,173,152,0,166.29999999999998,1
680,162,190,153,1,167.7,1
681,172,155,184,0,170.5,1
682,166,168,160,0,164.8,1
683,157,168,153,0,159.1,0
684,148,200,153,0,165.1,1
685,140,135,139,0,138.2,0
686,160,145,179,0,161.2,0
687,162,146,145,0,152.1,0
688,176,156,155,1,163.7,0
689,159,150,113,0,142.5,0
690,137,153,167,0,150.8,0
691,123,157,183,0,151.20000000000002,0
692,152,194,179,0,172.7,1
693,154,160,134,0,149.79999999999998,0
694,153,171,166,0,162.3,0
695,124,168,156,0,146.8,0
696,176,162,142,0,161.6,0
697,176,149,165,0,164.6,0
698,138,171,168,0,156.9,0
699,171,119,163,0,153.0,0
700,174,185,164,0,174.3,1
701,155,168,153,0,158.3,0
702,136,157,188,0,157.9,0
703,187,154,138,0,162.4,0
704,162,159,162,0,161.1,0
705,149,171,128,1,149.3,0
706,170,164,152,1,162.79999999999998,0
707,187,182,160,0,177.4,1
708,145,189,158,0,162.1,0
709,168,176,168,0,170.4,1
710,193,125,139,0,156.4,0
711,132,144,138,0,137.4,0
712,191,200,106,0,168.2,0
713,143,197,138,0,157.7,0
714,151,143,141,0,145.60000000000002,0
715,150,167,137,0,151.2,0
716,161,179,127,0,156.2,0
717,138,157,161,0,150.60000000000002,0
718,142,130,149,0,140.5,0
719,161,194,157,0,169.7,1
720,158,137,147,0,148.4,0
721,172,140,198,0,170.2,1
722,163,160,115,0,147.7,0
723,170,156,143,1,157.7,0
724,132,136,124,0,130.79999999999998,0
725,147,188,169,0,165.9,1
726,191,165,142,0,168.5,1
727,162,173,160,1,164.7,0
728,169,154,130,0,152.8,0
729,100,200,200,0,160.0,0
730,163,181,151,1,164.8,0
731,150,144,144,0,146.39999999999998,0
732,200,147,200,0,184.1,1
733,147,164,160,0,156.0,0
734,154,173,117,0,148.6,0
735,106,173,198,0,153.70000000000002,0
736,177,136,151,0,156.89999999999998,0
737,143,133,132,0,136.7,0
738,153,138,140,0,144.6,0
739,193,200,101,0,167.5,0
740,152,172,176,0,165.2,1
741,149,161,164,1,157.1,0
742,154,160,140,0,151.6,0
743,153,121,168,0,147.9,0
744,151,161,160,0,156.7,0
745,151,123,158,0,144.70000000000002,0
746,181,171,156,1,170.5,1
747,172,148,149,0,157.89999999999998,0
748,172,159,158,0,163.9,0
749,140,150,144,1,144.2,0
750,180,153,168,0,168.3,1
751,177,132,159,0,158.1,0
752,197,189,107,0,167.6,0
753,185,153,131,1,159.2,0
754,141,159,179,0,157.79999999999998,0
755,118,165,136,0,137.5,0
756,177,164,143,1,162.9,0
757,152,160,152,0,154.4,0
758,174,141,186,0,167.7,1
759,139,129,137,0,135.4,0
760,129,134,175,1,144.3,0
761,179,138,174,1,165.2,0
762,126,171,179,0,155.4,0
763,123,176,142,1,144.6,0
764,116,139,171,0,139.39999999999998,0
765,101,192,192,0,155.6,0
766,134,122,164,1,139.4,0
767,111,142,146,0,130.8,0
768,154,163,116,0,145.3,0
769,110,133,159,0,131.6,0
770,133,178,170,0,157.6,0
771,200,162,173,0,180.5,1
772,161,176,162,0,165.8,1
773,156,139,147,0,148.2,0
774,122,169,140,0,141.5,0
775,150,132,171,0,150.89999999999998,0
776,155,168,173,0,164.3,0
777,122,183,154,0,149.9,0
778,157,183,160,0,165.7,1
779,178,144,158,0,161.8,0
780,148,137,145,0,143.8,0
781,151,151,172,0,157.3,0
782,114,186,184,1,156.6,0
783,127,127,121,0,125.2,0
784,176,124,165,0,157.1,0
785,141,114,163,0,139.5,0
786,136,156,151,0,146.5,0
787,141,121,135,1,133.2,0
788,200,100,200,0,170.0,0
789,131,187,151,0,153.8,0
790,157,152,189,0,165.1,1
791,127,200,172,0,162.4,0
792,170,159,156,0,162.5,0
793,133,144,151,1,141.7,0
794,181,144,158,0,163.0,0
795,154,183,165,0,166.0,1
796,138,170,158,0,153.6,0
797,173,114,146,0,147.2,0
798,127,117,176,0,138.7,0
799,144,125,188,0,151.5,0
800,154,143,154,0,150.7,0
801,152,129,158,1,146.9,0
802,114,139,170,0,138.3,0
803,136,138,148,0,140.20000000000002,0
804,158,132,113,0,136.70000000000002,0
805,128,197,158,0,157.7,0
806,180,183,176,0,179.7,1
807,164,190,129,0,161.3,0
808,144,188,111,0,147.3,0
809,150,153,166,0,155.7,0
810,192,157,134,0,164.1,0
811,173,136,126,1,147.8,0
812,162,157,131,0,151.2,0
813,126,134,161,0,138.89999999999998,0
814,100,200,200,1,160.0,0
815,176,139,127,0,150.2,0
816,152,172,159,0,160.1,0
817,144,156,160,0,152.4,0
818,151,167,159,0,158.2,0
819,130,155,167,0,148.6,0
820,145,136,154,1,145.0,0
821,108,197,195,0,160.8,0
822,118,156,159,0,141.7,0
823,148,181,175,0,166.0,1
824,157,182,149,0,162.1,0
825,157,149,138,0,148.9,0
826,131,157,171,0,150.8,0
827,131,137,144,0,136.7,0
828,176,137,149,0,156.2,0
829,130,143,171,0,146.2,0
830,175,164,166,0,169.0,1
831,191,110,180,0,163.4,0
832,176,185,147,0,170.0,1
833,146,164,177,0,160.7,0
834,131,149,137,0,138.2,0
835,172,175,197,0,180.39999999999998,1
836,154,140,184,0,158.79999999999998,0
837,183,142,170,0,166.8,1
838,172,181,128,0,161.5,0
839,150,128,165,0,147.9,0
840,146,152,141,0,146.3,0
